1,9.21572e-13,-3.79471e-13,1.11131e-11,-0.00488551,2.99758e-06,-0.0265838,-0.00346533,-1.38344e-10,-0.0107413,0.00857159,0.00695596,7.37257e-11,0.00347144,0.002,0,0,-7.26664e-06,-1.79072e-06,-8.06472e-06,-0.000183523,1.60235e-05,-5.42101e-13,-3.58641e-05,6.8282e-05,4.88083e-05,-1.02999e-12,2.17043e-05
3.95353e-13,1,9.59265e-14,0.00488551,4.95175e-12,-0.000775878,-0.015395,-0.00265835,1.601e-10,-0.00273596,0.0153356,-0.00264036,-2.13009e-10,-0.00272298,0,0.002,0,7.47734e-06,-2.84426e-10,8.29856e-06,-0.000107525,-4.62804e-06,-1.3976e-14,-5.44449e-06,0.000107121,-4.52777e-06,-1.31502e-13,-5.38428e-06
0,0,1,-2.9976e-06,0.000775878,0,-0.0606334,-0.00754312,5.55112e-11,-0.0110044,-0.0352902,0.00394892,-1.66533e-10,0.00641626,0,0,0.002,4.87871e-06,-1.89221e-06,5.41456e-06,-0.000432373,7.06207e-06,0,-2.26698e-05,-0.000254858,-8.48493e-06,0,1.35917e-05
2.06737e-11,8.33571e-12,1.55761e-12,0.999874,-1.32386e-05,-0.0158975,0.0916794,0.0127831,-7.48336e-10,0.0166235,-0.091364,0.012682,1.07737e-09,0.0165429,2.74342e-13,2.74342e-13,2.74342e-13,0.00196547,-1.07146e-08,-5.41274e-05,0.000642385,3.53015e-06,5.73936e-12,3.2995e-05,-0.00064012,2.97359e-06,7.66928e-12,3.26391e-05
0,0,0,1.35051e-05,1,1.6651e-05,0.161118,-0.0461778,1.42515e-10,0.0047511,0.161418,0.0461171,1.30384e-10,-0.00484185,0,0,0,-4.16201e-09,0.00201526,-2.86328e-09,0.00119819,-0.000458647,0,-6.42778e-05,0.00120036,0.000458836,0,6.41877e-05
0,0,0,0.0158975,-1.68636e-05,0.999874,-0.124839,0.0125344,-9.9566e-10,-0.0258693,0.124561,0.012662,4.13379e-10,-0.0257147,0,0,0,-3.63186e-05,-3.01831e-08,0.00194196,-0.000894229,0.000231383,0,-5.05064e-05,0.000892347,0.000231666,0,-5.00592e-05
6.93889e-12,3.46945e-12,-3.46945e-12,-4.85723e-11,-9.71445e-11,-1.73472e-11,0.465102,0.000586317,2.42861e-11,-0.0965981,-0.0883463,-0.00291856,-2.91434e-10,0.0123987,0,0,0,4.81757e-06,-2.52328e-05,5.34666e-06,-0.00196084,0.000710975,0,-0.000131562,-0.000644138,-0.000108258,6.93889e-12,1.45772e-05
-1.73472e-11,1.04083e-11,-3.46945e-12,-6.93889e-12,-1.38778e-11,1.73472e-11,-0.581901,0.889436,7.97973e-11,-0.0894444,-0.156021,0.000528896,-6.17562e-10,0.0238889,0,0,0,1.33391e-05,-6.22718e-06,1.48041e-05,-0.0040251,0.00181169,1.04083e-11,-0.000131838,-0.00113495,-0.0001536,1.04083e-11,3.6066e-05
9.97466e-12,-2.1684e-12,4.33681e-13,6.50521e-12,-2.55872e-11,-1.47451e-11,0.0584582,0.0182495,1,-0.00067468,0.0643474,0.0119851,1.27936e-10,-0.00458722,0,0,0,-2.39826e-06,-1.05313e-06,-2.66165e-06,0.000354607,0.000123767,0.002,-1.79767e-05,0.000475014,0.000141614,-1.73472e-12,1.19937e-05
1.04083e-11,-1.04083e-11,3.46945e-12,2.42861e-11,-2.77556e-11,-6.93889e-12,0.553844,-0.121214,-8.32667e-11,0.845156,0.146502,-0.0015459,5.96745e-10,-0.0228588,0,0,0,-1.29736e-05,-3.16002e-05,-1.43984e-05,0.00384022,-0.00167532,-1.04083e-11,0.000193017,0.00106515,0.000137438,-1.04083e-11,-3.60553e-05
3.46945e-12,-3.46945e-12,-3.46945e-12,-1.45717e-10,-3.1225e-11,3.81639e-11,-0.0884586,0.00297256,-1.63064e-10,-0.0123946,0.465003,-0.000550292,-7.97973e-11,0.0965791,0,0,0,-4.79843e-06,-2.52278e-05,-5.32543e-06,-0.000644936,0.000108719,1.04083e-11,-1.44896e-05,-0.00196144,-0.000710787,6.93889e-12,0.000131417
3.46945e-11,0,3.46945e-12,-2.08167e-11,3.1225e-11,-1.38778e-11,0.156297,0.00043185,3.7817e-10,0.0238977,0.582137,0.889399,1.52656e-10,-0.0893648,0,0,0,1.3295e-05,6.22019e-06,1.47552e-05,0.00113691,-0.00015456,-1.04083e-11,3.59077e-05,0.00402658,0.00181127,-1.04083e-11,-0.000131554
5.20417e-12,4.33681e-13,4.33681e-13,-3.46945e-11,2.86229e-11,2.42861e-11,0.0643094,-0.0120144,9.67108e-11,0.0045654,0.0585813,-0.0182671,1,0.000666281,0,0,0,2.38161e-06,-1.0537e-06,2.64318e-06,0.000474735,-0.000141702,-1.73472e-12,-1.20388e-05,0.000355461,-0.00012378,0.002,1.79906e-05
-2.42861e-11,-6.93889e-12,-6.93889e-12,3.81639e-11,-2.08167e-11,-2.42861e-11,-0.146775,-0.00145398,-3.64292e-10,-0.0228694,-0.554068,-0.121178,-1.49186e-10,0.845076,0,0,0,-1.29315e-05,3.16055e-05,-1.43518e-05,-0.00106709,0.000138366,1.04083e-11,-3.5905e-05,-0.00384162,-0.00167491,6.93889e-12,0.000192742
-3.05311e-10,4.71845e-10,-1.94289e-10,5.55112e-09,-2.44276,0.00149879,-13.2919,-1.73267,-6.91669e-08,-5.37063,4.2858,3.47798,3.68594e-08,1.73572,1,0,0,-0.00363332,-0.000895359,-0.00403236,-0.0917613,0.00801173,-2.77556e-10,-0.017932,0.034141,0.0244041,-5.27356e-10,0.0108522
1.9765e-10,-3.39789e-10,4.79217e-11,2.44276,2.47588e-09,-0.387939,-7.69749,-1.32917,8.00502e-08,-1.36798,7.66778,-1.32018,-1.06505e-07,-1.36149,0,1,0,0.00373867,-1.42213e-07,0.00414928,-0.0537627,-0.00231402,-7.04731e-12,-0.00272225,0.0535606,-0.00226389,-6.58111e-11,-0.00269214
-1.33227e-09,2.22045e-10,-2.22045e-10,-0.00149879,0.387939,1.77636e-09,-30.3167,-3.77156,4.75175e-08,-5.50218,-17.6451,1.97446,-8.57092e-08,3.20813,0,0,1,0.00243936,-0.000946125,0.00270727,-0.216187,0.00353103,4.44089e-10,-0.0113349,-0.127429,-0.00424245,6.66134e-10,0.00679588
-1.07032e-09,1.47105e-09,-2.40259e-10,1.51762e-08,-1.128e-08,-3.35149e-09,45.3431,6.44109,-3.78116e-07,8.20879,-45.1854,6.39137,5.40319e-07,8.16905,0,0,0,0.98257,1.28244e-06,-0.0193447,0.317635,0.00268314,1.55258e-10,0.0162962,-0.316503,0.00240907,4.92661e-10,0.0161205
-9.32587e-09,4.44089e-10,-1.33227e-09,4.75175e-08,2.17604e-08,4.44089e-09,80.5593,-23.089,7.23865e-08,2.3756,80.709,23.0585,6.57252e-08,-2.42087,0,0,0,-8.47677e-06,1.00763,-9.40581e-06,0.599097,-0.229324,-2.22045e-09,-0.0321388,0.600177,0.229417,-3.10862e-09,0.0320939
