0.000261772,-3.51584e-07,-0.000152424,-3.96847e-07
0.000584579,1.4471e-07,-0.000582031,-1.44433e-07
0.00215679,5.18585e-07,0.00119258,2.90601e-07
-0.00344083,-8.13671e-07,0.00342572,8.12631e-07
-0.00186759,-2.41813e-06,-0.00187648,-2.42011e-06
0.0015081,1.66311e-07,-0.00150105,-1.68923e-07
0.0125424,2.93236e-06,0.00215661,8.78173e-07
0.0237245,6.60881e-06,0.00419634,1.54755e-06
-0.00366545,-0.000577006,-0.00109998,-8.67782e-07
-0.0228497,-6.4328e-06,-0.00407303,-1.52985e-06
0.00215661,8.79977e-07,0.012554,2.93701e-06
-0.00419713,-1.55133e-06,-0.0237479,-6.61817e-06
-0.00109771,-8.67779e-07,-0.00367126,-0.000577007
0.00407346,1.53338e-06,0.0228713,6.44158e-06
0.130886,-0.000175792,-0.076212,-0.000198423
0.29229,7.23548e-05,-0.291015,-7.22167e-05
1.0784,0.000259288,0.596289,0.000145297
-1.72673,-0.000407522,1.71915,0.000407023
-0.9338,-0.00120906,-0.938236,-0.00121006
0.739528,7.97306e-05,-0.736058,-8.10252e-05
6.2712,0.00146618,1.0783,0.000439085
11.8623,0.00330441,2.09817,0.000773777
-1.83273,-0.288503,-0.549988,-0.000433891
-11.4248,-0.0032164,-2.03651,-0.000764924
1.0783,0.000439989,6.27699,0.0014685
-2.09857,-0.000775664,-11.8739,-0.00330908
-0.548856,-0.000433889,-1.83563,-0.288504
2.03673,0.00076669,11.4356,0.00322079
