0.000441981,-3.10545e-07,-5.4912e-05,-3.78048e-07
0.000610872,1.51245e-07,-0.000608045,-1.50939e-07
0.00213616,5.58942e-07,0.00120409,3.32456e-07
-0.0033517,-8.11925e-07,0.00333613,8.10551e-07
-0.00208393,-2.50463e-06,-0.00209308,-2.50675e-06
0.00174811,2.32542e-07,-0.00173911,-2.34631e-07
0.0126249,2.99993e-06,0.00222224,9.2297e-07
0.0238914,6.62261e-06,0.00424438,1.55794e-06
-0.00374992,-0.000577015,-0.00115588,-8.82453e-07
-0.022902,-6.35125e-06,-0.00403895,-1.44448e-06
0.00222224,9.24701e-07,0.0126325,3.00416e-06
-0.00424583,-1.5618e-06,-0.0239087,-6.6315e-06
-0.00115372,-8.82456e-07,-0.00375521,-0.000577017
0.00404055,1.44825e-06,0.0229185,6.35978e-06
0.22099,-0.000155273,-0.027456,-0.000189024
0.305436,7.56225e-05,-0.304022,-7.54697e-05
1.06808,0.000279479,0.602047,0.000166211
-1.66887,-0.000405038,1.66111,0.000404326
-1.04196,-0.00125231,-1.04654,-0.00125338
0.88735,0.000119485,-0.882807,-0.000120545
6.31244,0.00149996,1.11112,0.000461484
11.9457,0.0033113,2.12219,0.000778968
-1.87496,-0.288507,-0.577939,-0.000441227
-11.451,-0.00317562,-2.01947,-0.000722242
1.11112,0.000462351,6.31625,0.00150208
-2.12291,-0.000780899,-11.9543,-0.00331575
-0.576859,-0.000441228,-1.87761,-0.288508
2.02028,0.000724123,11.4593,0.00317989
